"person1" "person2" "person3" "person4" "person5" "person6" "person7" "person8" "person9" "person10"
"ENSG00000136720" 2.11579836 -1.22192235 -0.07526875 -1.26898062 1.3126662 1.34778962 3.37923902 1.27051052 -0.15276124 -1.50784965
"ENSG00000136699" 4.96109751 -0.01278237 3.78020642 3.61978415 0.64085167 4.54792711 1.89811535 3.15171391 3.72833321 0.89221274
"ENSG00000152082" 0.2422045 0.2668566 -0.6102788 7.8254297 4.4698569 1.8376496 3.6691864 -0.3375792 7.9153391 -0.5452213
"ENSG00000136710" 4.935193 4.02068 4.500307 4.162449 3.836056 4.422773 4.57715 4.116595 4.839024 4.857943
"ENSG00000136718" 3.976793 2.461083 2.603487 4.699611 5.520238 3.03959 4.92262 2.504941 4.7848 4.711336
"ENSG00000072135" 7.354724 1.9941 3.981146 4.317899 3.896748 5.661236 5.998225 3.761415 6.837753 4.494129
"ENSG00000152102" 5.949887 6.051247 6.412831 6.212634 5.513812 6.246673 5.59802 5.554229 5.381109 5.800826
"ENSG00000115762" 7.317718 6.25288 8.091149 6.268913 7.090906 6.488595 7.924506 6.537747 6.550256 7.617062
"ENSG00000173272" 0.7899255 2.9010455 1.3885242 4.0579495 5.2342007 5.0510269 4.8940119 4.1089956 5.651831 2.4315832
"ENSG00000152127" 7.57742 7.732381 6.454042 6.906349 6.147975 7.701598 7.83892 6.1103 6.143517 7.795535
"ENSG00000082258" 7.348173 8.469309 7.586167 8.957331 8.54304 7.559671 9.087114 6.634182 6.267579 6.66262
"ENSG00000115839" 6.890785 6.598986 6.763418 6.905916 5.642924 6.866444 7.37085 6.192386 6.638968 7.192193
"ENSG00000121988" 2.420092 3.142731 2.355864 2.295979 1.867771 3.283527 3.152222 2.992268 3.036125 4.061661
"ENSG00000048991" 5.457198 4.190301 5.766224 5.595189 4.524296 5.47871 5.625054 5.008561 4.153699 5.707787
"ENSG00000144224" 6.516421 6.643184 7.598337 6.783859 8.315844 6.762805 7.709011 8.343372 7.080397 8.903864
"ENSG00000076003" 3.801496 4.53965 5.336667 4.986948 3.776476 3.906651 5.146733 4.761199 3.981973 3.632561
"ENSG00000115866" 6.760943 6.469193 4.726163 5.223841 4.962717 4.857221 6.161061 4.488427 4.663569 4.503674
"ENSG00000121966" 7.340891 7.409186 8.7184 7.80168 8.962244 8.675188 8.32125 6.855721 8.399128 7.547318
"ENSG00000150540" 3.930567 3.93139 3.340129 5.761092 4.283798 2.463274 1.951847 6.270202 5.243366 5.25083
"ENSG00000144228" 8.229669 9.06677 6.056008 6.552543 9.503096 7.998878 8.653665 7.814884 7.331662 7.90233
"ENSG00000115919" 7.800894 7.440218 8.102686 6.451532 8.6154 6.921381 7.068005 5.296638 5.663391 8.37298
"ENSG00000075884" 9.158448 8.525213 9.180117 7.01797 8.626486 8.456338 7.781812 10.197064 8.406024 9.256185
"ENSG00000121964" 6.997711 5.964419 7.409363 6.356718 6.035264 6.381601 5.688015 6.860842 5.257809 5.045508
"ENSG00000169554" 9.661286 9.719223 10.035097 9.309834 8.838729 10.248192 10.151989 8.977677 8.759283 9.532208
"ENSG00000121989" 2.834033 4.152368 3.977012 3.175574 4.686566 3.297191 5.708105 2.528809 5.625077 3.805866
"ENSG00000115947" 5.8899 5.713438 7.062222 7.554537 6.959624 6.422938 6.125082 7.580198 6.364748 6.169222
"ENSG00000204406" 6.686122 7.787191 6.543261 6.974742 6.510745 6.527984 7.596403 6.171606 8.011231 6.955501
"ENSG00000135999" 7.577952 6.120636 7.6424 6.541756 6.966243 7.613902 7.43196 5.988666 7.006284 7.324748
"ENSG00000168280" 4.540159 2.443412 4.494503 1.11163 2.864879 5.123818 1.140334 6.056461 6.058155 4.559754
"ENSG00000168288" 7.434602 6.955614 7.225753 5.38765 6.621342 5.803489 7.050038 5.231037 5.09754 5.233398
"ENSG00000184898" 3.713826 6.002941 2.994294 3.806868 3.596008 2.909594 6.076497 3.382821 3.073257 5.781045
"ENSG00000123609" 8.349953 6.773126 7.952915 7.162832 5.743042 8.354038 6.553063 5.399858 5.049626 7.896013
"ENSG00000123610" 9.554188 6.188445 6.950342 8.241809 7.440267 7.99465 5.758199 5.723148 7.708381 2.846559
"ENSG00000080345" 8.290979 8.904124 8.517338 8.355971 9.076863 6.607689 8.338214 6.674602 6.509254 6.976438
"ENSG00000183091" 10.563153 9.620562 3.922384 6.971907 1.690334 7.828434 12.199109 7.426951 7.936006 4.610525
"ENSG00000162980" 7.383436 7.18222 7.198819 6.294513 5.154851 7.254891 6.995413 7.003815 5.110173 6.905389
"ENSG00000182389" 4.642488 3.050015 3.807528 6.248004 3.738861 3.878621 6.148636 4.303708 4.932819 2.561492
"ENSG00000115145" 5.283211 5.991764 7.780692 5.369793 7.743574 7.720285 6.287466 5.908741 7.377619 5.821563
"ENSG00000157827" 2.0547458 2.7263119 4.6075695 3.0144497 1.1012444 2.403699 2.1514303 3.7732003 1.4090481 0.8906585
"ENSG00000196504" 7.669905 6.606543 7.642608 8.62445 9.223322 6.518895 6.265397 6.253916 7.543624 8.46193
"ENSG00000177917" 4.619835 5.439292 4.51599 4.791647 6.363862 6.3065 4.739921 5.249727 4.336048 5.7439
"ENSG00000115159" 6.665861 6.502789 5.987145 6.706448 5.571774 7.336194 6.202479 6.706664 6.156597 6.863996
"ENSG00000136542" 2.827317831 1.097556425 2.234334908 0.523089408 -0.007917588 2.762008517 3.430116588 6.171710977 5.526692227 3.846579783
"ENSG00000136541" 4.163022 3.840776 4.536143 3.815814 4.30171 4.85247 4.919076 4.650666 3.856032 3.539752
"ENSG00000115165" 7.788934 7.713834 9.143368 9.316802 8.892866 7.739772 9.272402 7.791281 9.109837 7.777859
"ENSG00000123612" -0.5230407 4.9970507 4.2731314 4.9066533 -0.2995819 -0.8160171 1.124057 2.1192646 4.9990797 1.1136185
"ENSG00000115170" 3.879668 4.32983 2.700427 4.731054 3.193205 3.972058 3.551747 3.738313 3.225777 4.728025
"ENSG00000144283" 5.621958 4.763852 4.667471 3.157288 4.137627 5.496963 2.997315 3.434968 3.175296 3.770624
"ENSG00000196151" 3.881446 4.470829 2.809481 3.846955 3.468979 4.655353 3.993372 4.279612 4.184187 4.378138
"ENSG00000123636" 8.944987 10.236183 7.785444 10.923071 10.959512 7.935603 10.131907 10.866462 9.212424 7.284257
"ENSG00000136536" 9.912808 10.45512 7.266877 8.921466 9.811473 8.321224 7.865881 9.131295 8.695377 8.319404
"ENSG00000241399" 6.45011 8.877725 7.280193 8.274909 7.915075 7.851948 7.404484 6.813803 4.964457 5.463298
"ENSG00000054219" 5.656739 5.198681 5.512984 5.741576 6.065793 5.896199 5.060119 6.185624 5.40894 5.092156
"ENSG00000115221" 2.43865183 1.32944227 0.58599293 1.74775632 0.04797646 1.51351299 2.58054169 2.25105621 0.54114009 1.02576958
"ENSG00000153250" 9.276049 9.202556 8.789061 5.991263 6.267662 8.864583 8.872982 7.367958 8.515691 8.421426
"ENSG00000136560" 9.251047 7.2542 7.762017 9.524359 9.329458 7.474509 8.963827 7.898381 8.981354 7.649543
"ENSG00000115233" 3.642319 5.799601 3.619022 3.545151 5.325623 5.153978 2.994471 4.778618 5.712199 5.354296
"ENSG00000144290" -0.3921905 2.7710675 5.7937499 2.7892616 6.7496867 1.0290858 2.1205234 2.6556507 4.8526262 1.817302
"ENSG00000197635" 4.988242 4.917899 3.488217 3.743141 4.926766 6.701097 3.034046 6.493652 6.467657 4.377044
"ENSG00000115267" 6.166856 7.983822 8.92962 8.562815 5.022248 4.871564 8.775708 6.998677 5.953082 5.391882
"ENSG00000115271" 7.175826 7.642458 8.951301 8.349575 5.841174 8.592849 8.307483 8.381524 11.200655 9.943341
"ENSG00000082438" 4.057635 3.007534 5.03775 7.446711 7.693915 5.025379 4.643783 4.861617 8.100997 5.212011
"ENSG00000169507" -0.3155319 0.3162249 4.293078 3.4391918 -0.9437308 4.139133 0.9833869 -1.8984706 2.7476936 -1.2621517
"ENSG00000153253" 4.63734645 0.08567618 2.07400547 -0.38333334 -1.84431121 3.80874736 0.83213841 2.50620424 2.20065331 2.23770462
"ENSG00000115339" 4.253871 5.467181 5.810971 4.447729 7.217009 6.977186 4.145375 4.302632 5.523344 4.457034
"ENSG00000123607" 7.388145 6.748231 6.708149 6.864957 6.758566 4.830187 5.124208 5.906015 5.102781 7.307784
"ENSG00000169432" 4.966357 4.979592 5.187685 4.653327 4.53459 4.298662 5.310322 2.652772 2.056005 5.701117
"ENSG00000198648" 5.687569 5.254612 4.946645 3.858155 6.375554 5.068696 4.374034 5.791358 4.388132 3.788526
"ENSG00000172292" 4.480703 4.311083 4.439477 6.897784 4.041392 4.073214 6.485423 4.117924 5.463407 6.695332
"ENSG00000073737" 4.567551 7.634481 3.611819 6.278675 7.536712 3.082099 5.679784 4.061299 4.264499 7.403618
"ENSG00000138399" 6.299057 5.867711 4.199683 5.806089 4.741045 5.829927 5.090578 3.859805 4.083751 5.066878
"ENSG00000138398" 7.105511 5.050029 4.180378 6.215824 4.499498 5.466379 5.895063 5.819584 8.365312 6.451092
"ENSG00000138385" 3.587361 5.903708 2.695543 6.313666 4.800724 5.59632 2.925069 4.558798 4.278003 3.067486
"ENSG00000138382" 4.915836 4.598199 3.609172 2.822721 2.170743 4.49848 2.763504 2.300117 4.85737 2.039365
"ENSG00000144357" 6.712512 6.504139 8.678675 8.801729 8.517256 6.462284 8.725534 6.782861 7.282691 8.336568
"ENSG00000115806" 3.388528 3.335314 3.975074 3.97936 4.45435 4.744791 4.022557 4.083143 3.501871 3.388231
"ENSG00000198586" 7.55142 7.189287 8.122344 7.182798 7.541192 7.295734 7.226777 6.676533 7.15439 6.353887
"ENSG00000123600" 7.364939 3.82385 8.054533 6.784822 5.809915 5.079925 5.019444 5.776254 7.417833 6.584369
"ENSG00000115827" 5.586778 4.52287 4.986982 5.697708 6.145472 5.050055 6.446492 5.745104 4.447606 6.238786
"ENSG00000071967" 5.933685 8.057907 4.22687 4.793924 5.793832 6.710471 5.288912 7.827593 5.552425 7.554622
"ENSG00000077380" 4.702684 5.423692 3.917322 5.108591 4.313256 5.429913 4.673368 4.186575 5.913086 4.1215
"ENSG00000115840" 5.026151 4.195929 5.007434 5.428571 4.856601 4.358124 4.265328 5.087788 5.143213 5.319316
"ENSG00000128708" 6.413561 6.774642 3.797398 4.718043 6.552089 6.569886 4.914958 4.798381 4.351333 4.856842
"ENSG00000172878" 1.5706544 0.2469137 2.5616062 2.2151415 2.5284467 1.8409521 1.1087868 1.5244728 3.2126319 2.2101169
"ENSG00000091409" 5.302889 6.292733 5.818586 4.925313 6.134232 4.32672 5.356402 7.450113 5.817977 5.197132
"ENSG00000152256" 6.690986 6.522571 6.535559 6.220607 8.111 6.050838 7.842677 6.362856 7.7459 6.21395
"ENSG00000091436" 3.197541 6.989643 5.936325 3.680519 4.342119 4.488251 6.288195 3.695953 4.305434 3.785933
"ENSG00000144354" 2.448255 2.233381 2.2523616 0.4531297 0.8513724 3.5832872 1.1719469 4.0268163 0.7436747 4.1810372
"ENSG00000172845" 8.865262 10.658345 8.670552 7.964792 8.974409 7.511028 10.219632 7.4916 7.514913 9.176987
"ENSG00000138430" 3.863113 5.103399 5.428123 4.223423 4.117768 5.583548 5.274055 4.788839 5.427432 4.227881
"ENSG00000138433" 6.643406 6.572557 4.572686 7.415045 4.48268 8.066137 5.647259 5.905925 4.085012 6.082626
"ENSG00000144306" 3.370473 4.860528 4.859513 4.822963 5.261747 5.545828 4.252914 4.610321 5.634584 4.829433
"ENSG00000163328" 6.550684 6.90237 5.308506 8.30547 7.882061 8.201357 6.873177 7.764183 6.263161 5.465709
"ENSG00000115935" 8.663592 9.176992 10.587584 8.643197 9.159755 9.858775 9.839249 9.337539 9.758644 9.46013
"ENSG00000128656" 2.78013317 0.90568748 2.22519373 1.92755538 -1.10346008 0.24588419 -0.04560596 -1.19886137 -0.44617783 2.01785844
"ENSG00000115966" 7.067322 6.057595 7.150862 7.037963 7.807128 6.057184 7.282808 7.302843 6.592486 6.041544
"ENSG00000154518" 6.150344 6.023815 5.846042 4.656784 4.740399 4.850805 5.140957 5.477634 5.549204 5.881286
"ENSG00000144320" 6.366612 5.789267 6.890071 7.271639 7.206627 7.650278 6.062003 5.829497 6.262243 5.700378
"ENSG00000128654" 4.360392 3.678147 2.269165 4.109216 4.10722 1.795109 3.46057 2.986597 3.047945 3.62177
"ENSG00000170144" 7.787644 8.723933 6.903313 7.726456 8.765298 6.709129 7.567859 8.387113 8.259197 8.069822
"ENSG00000116044" 8.34086 6.62806 7.605486 7.239552 7.164666 7.048319 7.213801 7.508061 7.537838 7.843724
"ENSG00000018510" 6.703016 5.205371 5.860999 5.639971 5.967993 6.71416 4.885892 6.452716 7.124621 6.314696
"ENSG00000196659" 1.578309 1.488794 1.571603 2.211001 3.264418 2.766655 3.651003 1.776643 3.047774 3.381829
"ENSG00000197557" 0.5673499 3.5219777 1.8156557 0.2985385 2.3794813 0.8938754 2.1806245 1.9198917 1.8283188 0.6976621
"ENSG00000155636" 5.149109 4.509691 5.401042 5.088796 5.595647 3.573359 5.314265 4.303699 4.791631 3.684508
"ENSG00000180228" 4.079139 5.223586 5.250988 5.209155 4.558459 4.703911 5.01054 5.064609 3.975895 5.377849
"ENSG00000116095" 6.19769 5.969497 5.982086 6.914566 6.588968 6.131376 5.308974 6.625815 7.280055 7.260653
"ENSG00000155657" 11.468274 7.093795 6.250027 7.30738 11.389974 7.385975 10.083007 9.476625 11.432333 8.921645
"ENSG00000163492" 6.573154 6.065274 5.448665 5.477522 3.07862 4.901071 4.969451 5.396928 2.999327 6.234752
"ENSG00000187231" 4.48761 5.013185 5.479543 5.995454 6.883613 6.203219 5.249159 7.254065 6.460556 5.655131
"ENSG00000163510" 4.039254 6.211732 6.02724 4.214947 3.768478 6.010339 5.891873 5.232518 4.751927 6.012183
"ENSG00000170035" 4.351759 4.305129 3.460589 3.87626 3.145062 3.549354 4.940552 3.430269 5.91114 5.069085
"ENSG00000115232" 8.660081 8.287462 9.704879 8.846189 9.999696 7.966748 8.33971 9.299864 9.564466 8.606818
"ENSG00000138434" 8.815151 8.89748 7.351822 9.138978 7.54826 6.74867 7.012901 7.693508 7.475426 8.914352
"ENSG00000077232" 8.294135 6.990114 5.56497 6.039955 7.152865 8.019719 6.471511 7.832329 5.596101 6.44654
"ENSG00000061676" 2.837691 3.885984 2.567791 2.963853 1.749036 1.751996 4.994519 4.97237 4.218295 1.774865
"ENSG00000162999" -0.29765437 0.93816272 3.17066939 1.301889 0.08992348 2.59652904 2.99673493 0.71063554 1.63258261 2.53491206
"ENSG00000163002" 4.846094 4.748478 3.4922 4.672123 4.015751 4.887193 2.944126 4.716716 4.984914 4.02317
"ENSG00000065548" 3.877047 6.250546 4.937736 5.089378 6.619124 3.557923 3.607066 5.664856 4.507151 3.208806
"ENSG00000138448" 4.120505 5.954026 5.920409 5.411132 5.195832 4.055689 4.886694 5.828014 6.294497 5.565501
"ENSG00000064989" 4.249119 2.1486653 2.956158 0.7399724 3.9929921 0.4705854 0.3074787 0.5483097 2.6377513 0.8883839
"ENSG00000003436" 5.1106671 4.3867325 1.6155788 5.0429615 2.1176938 3.6933514 -0.5271447 0.4280847 1.2771886 0.5305215
"ENSG00000115368" 6.255065 5.239513 6.073623 5.811264 4.926982 7.068779 5.394811 5.587271 5.199048 6.28974
"ENSG00000138449" 7.306517 8.605588 6.646852 6.197044 7.074628 7.275983 6.224937 8.489439 8.290478 7.951875
"ENSG00000138381" 4.423395 5.728177 6.828945 5.710662 7.035818 5.150005 5.023384 4.493514 6.589719 6.50379
"ENSG00000151687" 5.613748 4.520761 4.987261 5.555316 5.851343 4.949138 5.81561 3.630712 4.061779 4.234099
"ENSG00000128694" 2.911957 4.443032 4.438034 4.519345 3.989471 1.880755 4.596355 2.022355 3.911487 3.080943
"ENSG00000128699" 5.586392 6.709148 6.853106 5.348763 6.301133 6.13707 7.454107 7.393081 5.458465 7.160174
"ENSG00000064933" 6.139696 5.579573 5.604573 3.739905 4.525877 5.408172 5.859099 3.507045 5.99831 5.317394
"ENSG00000187699" 4.08337 4.243083 7.788283 5.393335 6.106508 4.228964 3.623529 5.744664 7.495462 4.339874
"ENSG00000198130" 4.639533 6.367097 6.922263 4.322823 5.240711 6.705702 6.159898 6.849708 6.15717 7.009614
"ENSG00000151689" 5.030916 5.023225 4.806612 2.611616 2.280025 2.266662 4.416347 3.520615 2.728604 3.442947
"ENSG00000151690" 5.853106 5.927822 5.562126 6.058729 6.347448 5.567833 6.195288 6.284767 5.148795 5.398342
"ENSG00000189362" 4.518479 4.464268 5.895366 3.528028 5.111564 5.302183 3.745635 5.95089 4.331989 5.333817
"ENSG00000138386" 5.579164 7.280403 5.744367 6.140153 5.372758 5.19764 6.40332 6.255423 5.240473 5.834936
"ENSG00000115419" 7.161893 9.232195 7.98686 9.307045 8.551607 7.571824 9.220253 9.135813 7.776106 8.330869
"ENSG00000115415" 9.343246 8.070236 9.628874 9.50671 9.855918 7.719141 9.61195 9.324971 7.811654 7.76575
"ENSG00000138378" 5.251564 5.025023 5.512796 6.393991 4.694615 4.787114 6.780616 6.457158 7.767425 6.498616
"ENSG00000173559" 8.491553 9.461201 9.747134 9.536166 11.401026 10.407353 12.126261 7.965691 9.115201 10.320859
"ENSG00000168497" 4.061663 5.606285 4.885701 4.075549 8.104408 4.885194 6.08009 8.540926 6.450765 7.398954
"ENSG00000196950" 6.978962 4.693388 4.712107 6.18361 5.911408 5.209987 4.897183 6.705546 6.369532 4.560212
"ENSG00000081320" 10.317625 8.35897 8.488985 10.674985 9.190742 10.933144 9.981833 8.595954 7.950043 11.368149
"ENSG00000138411" 5.670187 2.895128 5.707993 3.564225 4.291652 3.262002 5.851972 1.278637 4.266117 4.374571
"ENSG00000119041" 4.505234 6.201673 4.469251 5.958976 5.006865 6.432941 4.40621 6.443064 6.060735 6.237812
"ENSG00000197121" 2.887564 3.410093 3.461285 5.496544 6.251363 6.059751 3.427806 6.083516 2.626364 5.952739
"ENSG00000065413" 10.450459 10.310898 10.108988 9.036851 9.845266 9.364299 8.868146 9.374618 10.256778 9.356122
"ENSG00000115524" 10.534836 9.566583 10.214089 9.298471 11.092594 9.316607 10.121982 11.618216 10.0454 10.650534
"ENSG00000115520" 6.53172 5.952599 5.198746 5.572993 4.686807 5.991765 5.235208 5.352702 6.272537 6.93358
"ENSG00000144381" 5.142057 4.793015 4.726399 6.155297 4.679294 6.241357 6.745468 5.093778 6.256994 6.135388
"ENSG00000115541" 0.381059 4.266498 2.131727 1.1206226 0.8553385 0.4382806 2.0283373 4.2477374 2.9274798 1.1780119
"ENSG00000115540" 4.640267 3.764231 4.283135 4.672067 5.366541 4.941155 4.287274 5.646429 6.099672 4.783219
"ENSG00000247626" 2.57712 4.055694 2.583225 4.643934 3.39449 3.248779 4.011953 2.497839 4.806987 3.865688
"ENSG00000115896" 5.620378 5.933807 2.243439 5.452783 3.629187 2.314219 4.37244 5.869449 5.225407 3.777868
"ENSG00000226124" 0.67562899 1.66514297 0.97951643 1.84425747 -0.08988025 1.05948513 0.6160031 2.83726651 0.48277648 2.99770624
"ENSG00000178074" 3.189628 3.101079 3.631929 4.144546 5.160014 4.563237 4.717551 2.900654 4.017205 3.03807
"ENSG00000162971" 4.679584 6.037043 6.034453 4.496857 4.095896 4.267314 4.835641 5.309629 5.967937 5.496356
"ENSG00000162972" 2.011224 2.098928 3.551843 1.060965 1.367231 2.565555 3.579009 2.31793 3.428662 1.706863
"ENSG00000196141" 2.424294 4.06534 2.803384 1.0465 1.016843 2.089637 6.561003 2.35101 3.231389 3.25737
"ENSG00000155729" 4.484572 5.695258 5.16927 4.118592 5.568113 5.593571 5.09616 4.940321 5.659381 5.410914
"ENSG00000163535" 0.93745389 2.79631671 3.82187653 -0.34751339 1.63244761 -0.19482474 3.84878024 -0.09057252 4.61701122 3.26860345
"ENSG00000082153" 7.536607 6.132944 6.66078 5.870933 5.66481 7.373251 5.838618 6.311086 7.477036 7.399603
"ENSG00000013441" 8.422776 7.187091 8.228204 9.479702 9.231869 9.41872 9.435209 8.009547 9.545668 10.335781
"ENSG00000240344" 4.807747 2.577285 2.614044 5.215179 3.32383 4.84183 2.516155 4.790864 3.993439 4.362876
"ENSG00000196290" 3.86517 4.533653 4.40324 3.728165 3.748334 4.308763 3.984335 2.695529 4.540373 2.679972
"ENSG00000115942" 6.40144 4.820461 6.16704 4.703191 6.66473 5.169544 5.720839 4.795059 6.336552 5.898005
"ENSG00000155744" 8.873843 7.128343 10.078085 11.037599 10.120025 9.589113 8.661586 8.999477 7.223672 7.50395
"ENSG00000119013" 1.0290833 3.7597792 4.0685978 4.8021494 4.3717722 1.1963009 2.5428391 0.8875579 1.5079975 3.1292236
"ENSG00000003402" 10.546105 11.634808 10.345364 11.163932 9.9353 11.443014 9.437338 10.63611 10.333909 9.471614
"ENSG00000003400" 4.820014 4.17266 3.886558 5.083359 4.18436 5.791575 6.722216 4.134741 3.884111 4.943621
"ENSG00000064012" 9.502238 9.400116 8.583874 9.614004 7.524897 8.361965 8.094755 7.650061 9.143242 9.327027
"ENSG00000155749" 3.141665 3.579539 2.712284 2.508695 3.350338 5.170795 2.138209 5.442614 2.813443 3.200086
"ENSG00000115993" 8.068665 7.082299 8.983233 11.103226 9.870531 7.761161 10.531909 7.651422 9.583866 8.938276
"ENSG00000082146" 8.977213 9.476739 12.884645 11.785811 6.569285 12.657881 6.447215 9.427137 12.171627 6.493267
"ENSG00000155755" -0.5924072 1.5619071 0.7862018 1.8850787 2.1408098 3.0377231 2.4806812 -0.6027341 0.2931907 1.9204773
"ENSG00000003393" 4.055736 3.919909 4.365941 5.603218 4.747853 5.111226 5.662281 4.421404 5.310441 6.243415
"ENSG00000116030" 4.79244 5.729921 5.399814 4.221648 6.431976 4.733921 4.817808 6.618679 4.422966 4.292755
"ENSG00000055044" 4.364617 6.364266 6.245401 6.793494 6.395673 5.371245 4.665615 5.438633 4.298062 5.680191
"ENSG00000204217" 6.267252 7.487544 7.893076 4.965912 7.550344 7.237749 6.9307 5.74956 6.50719 7.759616
"ENSG00000138439" 5.527356 5.84144 4.26938 5.197225 4.489974 5.193599 5.996832 6.850018 6.303625 7.06296
"ENSG00000163596" 2.3762101 2.6477004 1.3388615 0.3073418 2.1492277 2.072338 0.8115907 3.0520992 2.7290625 2.3201612
"ENSG00000138442" 3.705004 3.524417 4.45893 3.857971 3.822136 3.085296 4.786858 4.594494 3.970722 3.613952
"ENSG00000138380" 5.162031 5.993979 4.011469 6.345875 5.090001 4.028102 5.966208 3.968128 5.535421 5.856621
"ENSG00000144426" 5.022621 6.644192 5.778624 6.233903 4.668397 6.235142 4.946487 5.488281 5.801102 5.898493
"ENSG00000119004" 4.279065 4.52307 4.122868 4.254872 4.811442 5.402994 4.902343 4.324862 5.239855 4.990576
"ENSG00000138443" 6.300567 5.615732 4.54194 4.625595 4.297842 5.088493 6.330952 5.244333 3.891045 4.70194
"ENSG00000173166" 2.204979 4.201582 2.027938 4.443692 4.309907 4.392392 1.388436 1.63992 1.120649 4.778585
"ENSG00000178562" 6.369951 6.215527 4.197161 7.710046 5.927996 6.966083 7.270267 7.920972 4.95686 4.469725
"ENSG00000163599" 2.05911 2.323198 5.600736 4.428263 3.563632 2.641112 5.817728 6.292325 5.17417 6.247913
"ENSG00000163600" 5.965177 2.364275 3.486818 2.55718 3.362474 2.725122 2.868548 6.01036 5.558525 2.969385
"ENSG00000114933" 7.836794 8.955857 7.005006 7.054604 8.474629 7.880708 7.40498 8.520885 7.297961 7.472335
"ENSG00000023228" 6.551798 6.393685 6.59823 6.664094 6.239784 6.473191 6.955418 6.286703 6.895869 6.779483
"ENSG00000114942" 8.061227 8.748619 5.811739 4.661841 8.008821 5.864461 6.050578 4.741645 5.513907 6.259093
"ENSG00000204186" 3.563963 3.838585 2.434313 5.864653 3.19993 1.278569 5.601729 5.437567 5.244715 2.907335
"ENSG00000114948" 4.9400767 -0.4992622 4.6654707 4.9742961 0.2687179 -1.4691316 3.9402895 0.3919565 2.4859953 2.6658319
"ENSG00000118246" 6.177286 4.579185 6.807783 4.911028 5.522008 6.085392 5.38837 4.035639 4.549254 6.205448
"ENSG00000118263" 5.949182 5.00464 5.603399 7.227531 7.279248 5.052733 6.833045 6.099938 6.609768 6.844766
"ENSG00000118260" 7.776861 7.330576 7.497146 8.57113 7.691137 7.809128 9.481515 8.952528 7.02552 8.586814
"ENSG00000144401" 3.939754 4.726371 3.411708 3.691918 4.055596 3.68326 4.537091 4.17585 4.649763 3.687958
"ENSG00000163249" 5.163134 5.020468 3.5444 4.95406 4.622822 4.044108 4.364728 5.215129 4.117423 5.310438
"ENSG00000163251" 4.095412 5.381146 2.4381042 2.1745146 2.5224045 4.1428496 3.2657381 4.3578785 1.8114185 0.5839872
"ENSG00000178385" 6.156191 6.817582 6.54146 5.958227 6.173842 6.039643 5.14322 6.699403 6.931484 6.180414
"ENSG00000138413" 5.000009 5.380093 5.175416 6.104209 5.207483 5.303517 5.761756 4.743081 5.551918 5.494762
"ENSG00000115020" 8.319771 7.824758 7.24239 7.482911 7.745287 7.663668 7.730186 8.215464 8.190938 8.508854
"ENSG00000197713" 5.441949 7.130658 6.644244 6.157723 7.051743 6.977361 7.036883 6.241298 5.484969 6.222796
"ENSG00000144445" 5.686953 4.053675 4.365379 5.804479 6.880153 7.169796 5.14441 4.261372 5.006404 6.201156
"ENSG00000115365" 4.657823 6.579045 6.829681 6.820945 5.537055 4.715905 5.326827 4.403279 5.955234 6.119926
"ENSG00000030419" 8.320102 7.939557 7.182875 5.766229 8.427509 4.94365 7.950689 6.516375 6.500697 6.923297
"ENSG00000144451" 2.7648898 0.298276 3.5545682 4.1344244 2.7688532 0.6541023 3.6445641 3.5106505 2.6024095 1.2987337
"ENSG00000138376" 5.274577 4.002032 4.64125 3.812924 5.309945 6.440334 4.747841 4.51736 5.675161 6.022732
"ENSG00000138363" 2.525958 4.113136 3.541569 2.764325 4.48517 3.302372 3.890346 4.521756 3.845618 3.937701
"ENSG00000118242" 1.053293 1.134848 3.508026 2.122492 2.961995 1.613495 1.391451 3.639804 1.361245 2.90242
"ENSG00000115425" 4.280492 3.463267 4.699885 4.251193 3.621223 3.371167 4.590088 2.899175 4.134951 2.952896
"ENSG00000163449" 2.6786608 0.7391316 2.0486257 3.3608539 1.4696324 2.178504 0.8800812 3.4903289 0.6741463 2.3900234
"ENSG00000079246" 8.280758 9.271862 8.450827 8.973003 8.71614 8.506615 8.717262 8.922658 8.528307 8.959712
"ENSG00000138375" 4.14446 3.277121 5.129882 4.908708 3.720916 5.07621 3.348258 4.858163 4.550337 3.149303
"ENSG00000197756" 7.619077 6.51557 9.072042 7.23958 7.613411 6.943239 7.805626 7.397861 9.075112 6.92937
"ENSG00000231672" 0.2999217 -0.5148825 -0.8274801 1.1707594 2.252082 3.3872974 3.3913506 1.1864412 1.1794276 2.9950624
"ENSG00000079308" 7.903457 11.288394 6.181077 5.550712 10.251033 11.038589 9.144851 4.279444 4.619956 5.676308
"ENSG00000180871" 9.404705 8.892715 8.870727 7.320527 6.465818 6.412048 8.064 7.473709 7.217364 10.038944
"ENSG00000163464" 5.818021 8.369563 8.677449 8.940616 7.407338 10.503506 8.574549 7.526361 8.636717 9.62482
"ENSG00000163466" 8.399691 8.549389 8.091823 8.023099 8.323831 8.368205 8.771416 9.808357 8.826109 9.877381
"ENSG00000179921" 3.5312804 -1.3680676 1.9541114 2.3876382 4.4026029 -0.4669749 0.1392978 -1.0089399 3.7604217 -1.5556712
"ENSG00000127837" 3.647131 3.086115 4.997665 4.105728 4.864313 4.175617 2.986637 0.880157 4.75503 1.510057
